date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:59:30	1776/1776	---M-Z	200	added ('OK')	text/css	etag:%226f0-5c1f9acb72f68-gzip%22	https://preview.colorlib.com/theme/calvino/assets/css/slick.css	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/slick.css	(from https://preview.colorlib.com/theme/calvino/)
10:59:31	3881/3881	---M-Z	200	added ('OK')	text/css	etag:%22f29-5c1f9acb72f68-gzip%22	https://preview.colorlib.com/theme/calvino/assets/css/nice-select.css	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/nice-select.css	(from https://preview.colorlib.com/theme/calvino/)
10:59:31	76943/76943	---M-Z	200	added ('OK')	text/css	etag:%2212c8f-5c1f9acb72f68-gzip%22	https://preview.colorlib.com/theme/calvino/assets/css/style.css	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/style.css	(from https://preview.colorlib.com/theme/calvino/)
10:59:31	24/24	---M--	400	error ('Bad%20Request')	text/plain	date:Tue,%2013%20Jun%202023%2005:29:27%20GMT	https://preview.colorlib.com/cdn-cgi/zaraz/s.js?z=	C:/My%20Web%20Sites/MZ/preview.colorlib.com/cdn-cgi/zaraz/sd0d9.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:31	21950/21950	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Feb%202021%2022:23:42%20GMT	https://preview.colorlib.com/theme/calvino/index.html	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/index-2.html	(from https://preview.colorlib.com/theme/calvino/)
10:59:32	4631/4631	---M--	200	added ('OK')	image/png	etag:%221217-5bb3fced9acbf%22	https://preview.colorlib.com/theme/calvino/assets/img/logo/logo.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/logo/logo.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:32	12777/12777	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Feb%202021%2022:23:43%20GMT	https://preview.colorlib.com/theme/calvino/about.html	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/about.html	(from https://preview.colorlib.com/theme/calvino/)
10:59:32	15578/15578	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Feb%202021%2022:23:46%20GMT	https://preview.colorlib.com/theme/calvino/services.html	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/services.html	(from https://preview.colorlib.com/theme/calvino/)
10:59:32	12510/12510	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Feb%202021%2022:23:44%20GMT	https://preview.colorlib.com/theme/calvino/case-study.html	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/case-study.html	(from https://preview.colorlib.com/theme/calvino/)
10:59:32	17115/17115	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Feb%202021%2022:23:42%20GMT	https://preview.colorlib.com/theme/calvino/blog.html	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/blog.html	(from https://preview.colorlib.com/theme/calvino/)
10:59:33	19942/19942	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Feb%202021%2022:23:44%20GMT	https://preview.colorlib.com/theme/calvino/blog_details.html	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/blog_details.html	(from https://preview.colorlib.com/theme/calvino/)
10:59:33	32478/32478	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Feb%202021%2022:23:45%20GMT	https://preview.colorlib.com/theme/calvino/elements.html	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/elements.html	(from https://preview.colorlib.com/theme/calvino/)
10:59:33	42618/42618	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Feb%202021%2022:23:43%20GMT	https://preview.colorlib.com/theme/calvino/contact.html	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/contact.html	(from https://preview.colorlib.com/theme/calvino/)
10:59:33	2042/2042	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227fa-5bb3fcf493ef0%22	https://preview.colorlib.com/theme/calvino/assets/img/icon/services1.svg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/icon/services1.svg	(from https://preview.colorlib.com/theme/calvino/)
10:59:34	3255/3255	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cb7-5bb3fcf5c1b02%22	https://preview.colorlib.com/theme/calvino/assets/img/icon/services2.svg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/icon/services2.svg	(from https://preview.colorlib.com/theme/calvino/)
10:59:34	2817/2817	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b01-5bb3fcf5bfbc2%22	https://preview.colorlib.com/theme/calvino/assets/img/icon/services3.svg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/icon/services3.svg	(from https://preview.colorlib.com/theme/calvino/)
10:59:34	937/937	---M--	200	added ('OK')	image/png	etag:%223a9-5bb3fcf23a60a%22	https://preview.colorlib.com/theme/calvino/assets/img/icon/services5.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/icon/services5.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:34	4580/4580	---M--	200	added ('OK')	image/png	etag:%2211e4-5bb3fcc2e64c5%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/shape-1.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/shape-1.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:34	15467/15467	---M--	200	added ('OK')	image/png	etag:%223c6b-5bb3fcc3d0abb%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/shape-2.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/shape-2.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:35	90995/90995	---M--	200	added ('OK')	image/png	etag:%2216373-5bb3fcc7d5f4d%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/about1.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/about1.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:35	1449/1449	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a9-5bb3fcfb381c4%22	https://preview.colorlib.com/theme/calvino/assets/img/icon/price1.svg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/icon/price1.svg	(from https://preview.colorlib.com/theme/calvino/)
10:59:35	1527/1527	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f7-5bb3fcfa5974e%22	https://preview.colorlib.com/theme/calvino/assets/img/icon/price2.svg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/icon/price2.svg	(from https://preview.colorlib.com/theme/calvino/)
10:59:35	3538/3538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dd2-5bb3fcfa8660c%22	https://preview.colorlib.com/theme/calvino/assets/img/icon/price3.svg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/icon/price3.svg	(from https://preview.colorlib.com/theme/calvino/)
10:59:36	996/996	---M--	200	added ('OK')	image/png	etag:%223e4-5bb3fcc1195da%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/brand1.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/brand1.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:36	1183/1183	---M--	200	added ('OK')	image/png	etag:%2249f-5bb3fcc0fff9b%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/brand2.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/brand2.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:36	1427/1427	---M--	200	added ('OK')	image/png	etag:%22593-5bb3fcc020585%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/brand3.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/brand3.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:36	1873/1873	---M--	200	added ('OK')	image/png	etag:%22751-5bb3fcc2be427%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/brand4.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/brand4.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:36	38047/38047	---M--	200	added ('OK')	image/jpeg	etag:%22949f-5bb3fcc496e92%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/stuffs1.jpg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/stuffs1.jpg	(from https://preview.colorlib.com/theme/calvino/)
10:59:37	60521/60521	---M--	200	added ('OK')	image/jpeg	etag:%22ec69-5bb3fcc4cf8d0%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/stuffs2.jpg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/stuffs2.jpg	(from https://preview.colorlib.com/theme/calvino/)
10:59:37	44788/44788	---M--	200	added ('OK')	image/jpeg	etag:%22aef4-5bb3fcc598b87%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/stuffs3.jpg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/stuffs3.jpg	(from https://preview.colorlib.com/theme/calvino/)
10:59:37	5684/5684	---M--	200	added ('OK')	image/png	etag:%221634-5bb3fcc8d4d62%22	https://preview.colorlib.com/theme/calvino/assets/img/gallery/t-woner.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/gallery/t-woner.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:37	4631/4631	---M--	200	added ('OK')	image/png	etag:%221217-5bb3fced97ddf%22	https://preview.colorlib.com/theme/calvino/assets/img/logo/logo2_footer.png	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/logo/logo2_footer.png	(from https://preview.colorlib.com/theme/calvino/)
10:59:37	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22647f1e6b-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:38	8636/8636	---M-Z	200	added ('OK')	application/javascript	etag:%2221bc-5bb3fcb0cf7d3-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/vendor/modernizr-3.5.0.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:38	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:%2217b8b-5bb3fcb0fd631-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/vendor/jquery-1.12.4.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:38	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%224af4-5bb3f76214522-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/popper.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/popper.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:38	62411/62411	---M-Z	200	added ('OK')	application/javascript	etag:%22f3cb-5bb3f76109b8d-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:39	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-5bb3f7602d056-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:39	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22a76f-5bb3f762dc839-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/slick.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/slick.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:39	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5bb3f75d603b3-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/jquery.slicknav.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/jquery.slicknav.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:39	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5bb3f75f11d21-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/wow.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/wow.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:40	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-5bb3f75e50769-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/jquery.magnific-popup.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/jquery.magnific-popup.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:40	2942/2942	---M-Z	200	added ('OK')	application/javascript	etag:%22b7e-5bb3f75d4fa14-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/jquery.nice-select.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:40	1067/1067	---M-Z	200	added ('OK')	application/javascript	etag:%2242b-5bb3f763ba310-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/jquery.counterup.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:40	8044/8044	---M-Z	200	added ('OK')	application/javascript	etag:%221f6c-5bb3f75f35f40-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/waypoints.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/waypoints.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:40	3108/3108	---M-Z	200	added ('OK')	application/javascript	etag:%22c24-5bb3f761e95a3-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/contact.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/contact.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:41	41095/41095	---M-Z	200	added ('OK')	application/javascript	etag:%22a087-5bb3f763096f7-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/jquery.form.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/jquery.form.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:41	21068/21068	---M-Z	200	added ('OK')	application/javascript	etag:%22524c-5bb3f75c79c3d-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/jquery.validate.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/jquery.validate.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:41	1230/1230	---M-Z	200	added ('OK')	application/javascript	etag:%224ce-5bb3f75c6f05d-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/mail-script.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/mail-script.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:41	4820/4820	---M-Z	200	added ('OK')	application/javascript	etag:%2212d4-5bb3f76128f8b-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/jquery.ajaxchimp.min.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:41	760/760	---M-Z	200	added ('OK')	application/javascript	etag:%222f8-5bb3f75e2f42b-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/plugins.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/plugins.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:42	8914/8914	---M-Z	200	added ('OK')	application/javascript	etag:%2222d2-5bb3f75ff4618-gzip%22	https://preview.colorlib.com/theme/calvino/assets/js/main.js	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/js/main.js	(from https://preview.colorlib.com/theme/calvino/)
10:59:42	134622/134622	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220dde-5bb3f7913d70c%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.eot	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:42	134622/134622	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220dde-5bb3f7913d70c%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400d41d.eot	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:43	77400/77400	---M--	200	added ('OK')	font/woff2	etag:%2212e58-5bb3f796ef6f0%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.woff2	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:43	90672/90672	---M--	200	added ('OK')	font/woff	etag:%2216230-5bb3f797d2f86%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.woff	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:43	134316/134316	---MCZ	200	added ('OK')	font/ttf	etag:W/%2220cac-5bb3f79812724%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.ttf	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:43	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22862e-5bb3f7991a1d9%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.eot	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:43	730302/730302	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b24be-5bb3f79019739%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-brands-400.svg	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:44	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22862e-5bb3f7991a1d9%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400d41d.eot	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:44	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%223520-5bb3f78c5a7a0%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.woff2	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:44	16780/16780	---M--	200	added ('OK')	font/woff	etag:%22418c-5bb3f79055056%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.woff	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:44	34052/34052	---MCZ	200	added ('OK')	font/ttf	etag:W/%228504-5bb3f795c97dc%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.ttf	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:45	144715/144715	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222354b-5bb3f78c22d03%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-regular-400.svg	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:45	204266/204266	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231dea-5bb3f78dbdf12%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.eot	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:45	204266/204266	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231dea-5bb3f78dbdf12%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900d41d.eot	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:45	80148/80148	---M--	200	added ('OK')	font/woff2	etag:%2213914-5bb3f796cb4d1%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.woff2	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:45	104004/104004	---M--	200	added ('OK')	font/woff	etag:%2219644-5bb3f795b7e9d%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.woff	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:46	203980/203980	---MCZ	200	added ('OK')	font/ttf	etag:W/%2231ccc-5bb3f78b6b38a%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.ttf	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:46	914125/914125	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22df2cd-5bb3f793e51f0%22	https://preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/fa-solid-900.svg	(from https://preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css)
10:59:46	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5bb3f78e506cc%22	https://preview.colorlib.com/theme/calvino/assets/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/themify9f24.eot	(from https://preview.colorlib.com/theme/calvino/assets/css/themify-icons.css)
10:59:46	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5bb3f78e506cc%22	https://preview.colorlib.com/theme/calvino/assets/fonts/themify.eot?	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/themifyd41d.eot	(from https://preview.colorlib.com/theme/calvino/assets/css/themify-icons.css)
10:59:47	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-5bb3f79908899%22	https://preview.colorlib.com/theme/calvino/assets/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/fonts/themify9f24.woff	(from https://preview.colorlib.com/theme/calvino/assets/css/themify-icons.css)
